name,latitude,longitude,date,time,temperature,wind_speed,wind_dir,humidity,visibility
Melissia,38.05,23.833,2019-05-11,900,21,8,NNE,45,10
Melissia,38.05,23.833,2019-05-11,1200,22,8,ENE,47,10
Melissia,38.05,23.833,2019-05-11,1500,22,9,ESE,49,10
Melissia,38.05,23.833,2019-05-11,1800,20,10,SE,63,10
Melissia,38.05,23.833,2019-05-11,2100,19,8,S,68,10
Melissia,38.05,23.833,2019-05-12,0,18,5,SSW,71,10
Melissia,38.05,23.833,2019-05-12,300,17,5,SW,73,10
Melissia,38.05,23.833,2019-05-12,600,18,5,SSW,58,10
Melissia,38.05,23.833,2019-05-12,900,21,9,S,49,10
Melissia,38.05,23.833,2019-05-12,1200,22,14,S,47,10
Melissia,38.05,23.833,2019-05-12,1500,22,18,S,45,10
Melissia,38.05,23.833,2019-05-12,1800,20,15,S,58,10
Melissia,38.05,23.833,2019-05-12,2100,18,11,SSE,65,10
Melissia,38.05,23.833,2019-05-13,0,17,9,SSE,70,10
Melissia,38.05,23.833,2019-05-13,300,15,8,SSE,73,10
Melissia,38.05,23.833,2019-05-13,600,17,5,SSE,56,10
Melissia,38.05,23.833,2019-05-13,900,20,11,SSE,44,9
Melissia,38.05,23.833,2019-05-13,1200,21,12,SSE,43,7
Melissia,38.05,23.833,2019-05-13,1500,21,19,SSE,43,5
Melissia,38.05,23.833,2019-05-13,1800,20,13,SE,55,10
Melissia,38.05,23.833,2019-05-13,2100,17,10,SE,66,9
Melissia,38.05,23.833,2019-05-14,0,17,6,ESE,71,10
Melissia,38.05,23.833,2019-05-14,300,17,6,E,73,10
Melissia,38.05,23.833,2019-05-14,600,16,6,E,69,10
Melissia,38.05,23.833,2019-05-14,900,20,13,SE,57,10
Melissia,38.05,23.833,2019-05-14,1200,21,17,SSE,58,10
Melissia,38.05,23.833,2019-05-14,1500,21,21,S,60,10
Melissia,38.05,23.833,2019-05-14,1800,19,19,S,77,10
Melissia,38.05,23.833,2019-05-14,2100,17,11,S,82,10
Melissia,38.05,23.833,2019-05-15,0,16,6,S,83,10
Melissia,38.05,23.833,2019-05-15,300,17,4,SW,84,10
Melissia,38.05,23.833,2019-05-15,600,16,4,WNW,63,10
Melissia,38.05,23.833,2019-05-15,900,20,6,W,53,10
Melissia,38.05,23.833,2019-05-15,1200,22,9,SSW,55,10
Melissia,38.05,23.833,2019-05-15,1500,21,19,SSE,57,10
Melissia,38.05,23.833,2019-05-15,1800,18,14,SSE,66,10
Melissia,38.05,23.833,2019-05-15,2100,17,9,SSW,70,10
Melissia,38.05,23.833,2019-05-16,0,17,4,S,70,10
Melissia,38.05,23.833,2019-05-16,300,15,3,WSW,71,10
Melissia,38.05,23.833,2019-05-16,600,16,5,W,57,10
Melissia,38.05,23.833,2019-05-16,900,21,8,WSW,48,10
Melissia,38.05,23.833,2019-05-16,1200,22,12,SW,48,10
Melissia,38.05,23.833,2019-05-16,1500,22,16,S,47,10
Melissia,38.05,23.833,2019-05-16,1800,20,13,S,58,10
Melissia,38.05,23.833,2019-05-16,2100,19,8,SSW,61,10
Melissia,38.05,23.833,2019-05-17,0,18,5,W,67,10
Melissia,38.05,23.833,2019-05-17,300,16,4,SW,71,10
Melissia,38.05,23.833,2019-05-17,600,16,4,ESE,58,10
Melissia,38.05,23.833,2019-05-17,900,20,5,SW,49,10
Melissia,38.05,23.833,2019-05-17,1200,22,6,SSE,52,10
Melissia,38.05,23.833,2019-05-17,1500,22,8,ENE,55,9
Melissia,38.05,23.833,2019-05-17,1800,21,6,ESE,63,10
Melissia,38.05,23.833,2019-05-17,2100,19,4,SSE,68,10
Melissia,38.05,23.833,2019-05-18,0,17,6,W,69,10
Melissia,38.05,23.833,2019-05-18,300,16,7,WNW,70,10
Melissia,38.05,23.833,2019-05-18,600,17,7,WNW,57,10
Melissia,38.05,23.833,2019-05-18,900,23,6,WSW,47,10
Melissia,38.05,23.833,2019-05-18,1200,24,6,SW,45,10
Melissia,38.05,23.833,2019-05-18,1500,24,14,S,43,10
Melissia,38.05,23.833,2019-05-18,1800,21,14,S,54,10
Melissia,38.05,23.833,2019-05-18,2100,20,9,S,57,10
Melissia,38.05,23.833,2019-05-19,0,19,8,S,59,10
Melissia,38.05,23.833,2019-05-19,300,18,6,SSE,62,10
Melissia,38.05,23.833,2019-05-19,600,18,8,SSE,56,10
Melissia,38.05,23.833,2019-05-19,900,22,13,S,45,10
Melissia,38.05,23.833,2019-05-19,1200,23,17,S,46,10
Melissia,38.05,23.833,2019-05-19,1500,23,21,S,47,10
Melissia,38.05,23.833,2019-05-19,1800,21,18,SSE,63,10
Melissia,38.05,23.833,2019-05-19,2100,19,13,SSE,70,10
Melissia,38.05,23.833,2019-05-20,0,18,10,S,72,10
Melissia,38.05,23.833,2019-05-20,300,17,7,SW,66,10
Melissia,38.05,23.833,2019-05-20,600,18,7,W,48,10
Melissia,38.05,23.833,2019-05-20,900,23,8,WSW,35,10
Melissia,38.05,23.833,2019-05-20,1200,24,11,SSW,39,10
Melissia,38.05,23.833,2019-05-20,1500,25,13,S,43,10
Melissia,38.05,23.833,2019-05-20,1800,23,13,SSE,57,10
Melissia,38.05,23.833,2019-05-20,2100,20,10,SSE,67,10
Melissia,38.05,23.833,2019-05-21,0,19,6,WSW,68,10
Melissia,38.05,23.833,2019-05-21,300,18,8,WNW,68,10
Melissia,38.05,23.833,2019-05-21,600,20,8,W,49,10
Melissia,38.05,23.833,2019-05-21,900,24,8,W,39,10
Melissia,38.05,23.833,2019-05-21,1200,25,8,WSW,42,10
Melissia,38.05,23.833,2019-05-21,1500,25,15,SW,44,10
Melissia,38.05,23.833,2019-05-21,1800,23,14,SW,57,10
Melissia,38.05,23.833,2019-05-21,2100,22,10,WSW,45,10
Melissia,38.05,23.833,2019-05-22,0,21,10,WNW,45,10
Melissia,38.05,23.833,2019-05-22,300,18,9,WNW,46,10
Melissia,38.05,23.833,2019-05-22,600,18,8,NW,36,10
Melissia,38.05,23.833,2019-05-22,900,24,7,W,33,10
Melissia,38.05,23.833,2019-05-22,1200,24,8,SSW,33,10
Melissia,38.05,23.833,2019-05-22,1500,24,10,SSE,32,10
Melissia,38.05,23.833,2019-05-22,1800,22,10,SSE,42,10
Melissia,38.05,23.833,2019-05-22,2100,20,7,SSW,47,10
Melissia,38.05,23.833,2019-05-23,0,20,9,SSW,53,10
Melissia,38.05,23.833,2019-05-23,300,19,7,SW,54,10
Melissia,38.05,23.833,2019-05-23,600,20,5,W,47,10
Melissia,38.05,23.833,2019-05-23,900,25,5,W,38,10
Melissia,38.05,23.833,2019-05-23,1200,26,8,SSW,38,10
Melissia,38.05,23.833,2019-05-23,1500,26,12,SSE,39,10
Melissia,38.05,23.833,2019-05-23,1800,24,13,SE,52,10
Melissia,38.05,23.833,2019-05-23,2100,19,9,SSE,62,10
Melissia,38.05,23.833,2019-05-24,0,18,10,W,59,7
Melissia,38.05,23.833,2019-05-24,300,17,13,WNW,68,10
Melissia,38.05,23.833,2019-05-24,600,17,10,NW,58,10
Melissia,38.05,23.833,2019-05-24,900,21,14,NW,45,10
Melissia,38.05,23.833,2019-05-24,1200,23,10,W,44,10
Melissia,38.05,23.833,2019-05-24,1500,23,6,WSW,43,10
Melissia,38.05,23.833,2019-05-24,1800,21,7,SSE,52,10
Melissia,38.05,23.833,2019-05-24,2100,20,10,SSW,61,10
Melissia,38.05,23.833,2019-05-25,0,18,8,WSW,67,10
Melissia,38.05,23.833,2019-05-25,300,17,9,W,73,10
Melissia,38.05,23.833,2019-05-25,600,18,8,WNW,59,10
Melissia,38.05,23.833,2019-05-25,900,23,6,W,48,10
Melissia,38.05,23.833,2019-05-25,1200,25,10,SW,44,10
Melissia,38.05,23.833,2019-05-25,1500,25,13,S,41,10
Melissia,38.05,23.833,2019-05-25,1800,22,13,S,53,10
Melissia,38.05,23.833,2019-05-25,2100,21,8,S,60,10
Melissia,38.05,23.833,2019-05-26,0,19,5,SSW,63,10
Melissia,38.05,23.833,2019-05-26,300,18,4,WSW,67,10
Melissia,38.05,23.833,2019-05-26,600,20,3,SSW,51,10
Melissia,38.05,23.833,2019-05-26,900,26,5,E,40,10
Melissia,38.05,23.833,2019-05-26,1200,25,10,ESE,39,10
Melissia,38.05,23.833,2019-05-26,1500,26,14,SSE,38,10
Melissia,38.05,23.833,2019-05-26,1800,23,11,SSE,48,10
Melissia,38.05,23.833,2019-05-26,2100,22,4,SSE,54,10
Melissia,38.05,23.833,2019-05-27,0,21,4,SE,59,10
Melissia,38.05,23.833,2019-05-27,300,19,3,NNE,58,10
Melissia,38.05,23.833,2019-05-27,600,20,5,NE,46,10
Melissia,38.05,23.833,2019-05-27,900,23,7,NE,38,10
Melissia,38.05,23.833,2019-05-27,1200,25,10,E,40,10
Melissia,38.05,23.833,2019-05-27,1500,26,12,SE,42,10
Melissia,38.05,23.833,2019-05-27,1800,24,12,SSE,56,10
Melissia,38.05,23.833,2019-05-27,2100,22,8,SSE,63,10
Melissia,38.05,23.833,2019-05-28,0,21,7,S,68,10
Melissia,38.05,23.833,2019-05-28,300,20,6,S,67,10
Melissia,38.05,23.833,2019-05-28,600,20,8,S,56,10
Melissia,38.05,23.833,2019-05-28,900,25,12,S,48,10
Melissia,38.05,23.833,2019-05-28,1200,25,14,S,49,10
Melissia,38.05,23.833,2019-05-28,1500,25,15,S,50,10
Melissia,38.05,23.833,2019-05-28,1800,23,13,S,68,10
Melissia,38.05,23.833,2019-05-28,2100,23,10,WSW,62,10
Melissia,38.05,23.833,2019-05-29,0,20,11,W,62,10
Melissia,38.05,23.833,2019-05-29,300,19,12,W,66,10
Melissia,38.05,23.833,2019-05-29,600,19,10,WNW,52,10
Melissia,38.05,23.833,2019-05-29,900,25,8,W,38,10
Melissia,38.05,23.833,2019-05-29,1200,26,12,WSW,39,10
Melissia,38.05,23.833,2019-05-29,1500,27,15,SSW,39,10
Melissia,38.05,23.833,2019-05-29,1800,25,14,SSW,50,10
Melissia,38.05,23.833,2019-05-29,2100,22,10,SW,53,10
Melissia,38.05,23.833,2019-05-30,0,20,11,W,58,10
Melissia,38.05,23.833,2019-05-30,300,19,11,WNW,61,10
Melissia,38.05,23.833,2019-05-30,600,20,9,WNW,46,10
Melissia,38.05,23.833,2019-05-30,900,27,8,WNW,36,10
Melissia,38.05,23.833,2019-05-30,1200,28,10,W,35,10
Melissia,38.05,23.833,2019-05-30,1500,29,12,SW,34,10
Melissia,38.05,23.833,2019-05-30,1800,27,13,SW,43,10
Melissia,38.05,23.833,2019-05-30,2100,25,10,SW,46,10
Melissia,38.05,23.833,2019-05-31,0,23,7,W,47,10
Melissia,38.05,23.833,2019-05-31,300,21,6,WNW,48,10
Melissia,38.05,23.833,2019-05-31,600,22,6,NW,37,10
Melissia,38.05,23.833,2019-05-31,900,27,5,WSW,31,10
Melissia,38.05,23.833,2019-05-31,1200,28,7,S,34,10
Melissia,38.05,23.833,2019-05-31,1500,28,9,SE,36,10
Melissia,38.05,23.833,2019-05-31,1800,26,12,SE,51,10
Melissia,38.05,23.833,2019-05-31,2100,24,9,SSE,56,10
Melissia,38.05,23.833,2019-06-01,0,22,4,SW,60,10
Melissia,38.05,23.833,2019-06-01,300,19,6,NW,69,10
Melissia,38.05,23.833,2019-06-01,600,20,8,WSW,62,10
Melissia,38.05,23.833,2019-06-01,900,24,8,NNE,47,10
Melissia,38.05,23.833,2019-06-01,1200,25,11,E,49,10
Melissia,38.05,23.833,2019-06-01,1500,25,13,SE,50,10
Melissia,38.05,23.833,2019-06-01,1800,23,15,SSE,61,10
Melissia,38.05,23.833,2019-06-01,2100,22,10,SSE,62,10
Melissia,38.05,23.833,2019-06-02,0,21,5,SSW,64,10
Melissia,38.05,23.833,2019-06-02,300,20,4,WNW,66,10
Melissia,38.05,23.833,2019-06-02,600,20,4,WSW,57,10
Melissia,38.05,23.833,2019-06-02,900,24,5,ENE,52,10
Melissia,38.05,23.833,2019-06-02,1200,25,12,SE,49,10
Melissia,38.05,23.833,2019-06-02,1500,24,18,S,46,10
Melissia,38.05,23.833,2019-06-02,1800,23,14,S,51,10
Melissia,38.05,23.833,2019-06-02,2100,20,8,SW,54,10
Melissia,38.05,23.833,2019-06-03,0,20,12,W,58,10
Melissia,38.05,23.833,2019-06-03,300,18,11,WNW,61,10
Melissia,38.05,23.833,2019-06-03,600,19,11,WNW,48,10
Melissia,38.05,23.833,2019-06-03,900,22,12,W,36,10
Melissia,38.05,23.833,2019-06-03,1200,24,14,WSW,38,10
Melissia,38.05,23.833,2019-06-03,1500,24,16,SW,40,10
Melissia,38.05,23.833,2019-06-03,1800,21,16,SSW,49,10
Melissia,38.05,23.833,2019-06-03,2100,19,11,SW,55,10
Melissia,38.05,23.833,2019-06-04,0,20,11,W,60,10
Melissia,38.05,23.833,2019-06-04,300,18,11,WNW,64,10
Melissia,38.05,23.833,2019-06-04,600,19,8,WNW,54,10
Melissia,38.05,23.833,2019-06-04,900,23,6,W,47,10
Melissia,38.05,23.833,2019-06-04,1200,24,10,SW,46,10
Melissia,38.05,23.833,2019-06-04,1500,24,13,S,46,10
Melissia,38.05,23.833,2019-06-04,1800,23,15,S,55,10
Melissia,38.05,23.833,2019-06-04,2100,21,10,S,60,10
Melissia,38.05,23.833,2019-06-05,0,20,6,S,65,10
Melissia,38.05,23.833,2019-06-05,300,19,5,SW,71,10
Melissia,38.05,23.833,2019-06-05,600,19,4,WSW,59,10
Melissia,38.05,23.833,2019-06-05,900,25,5,SW,48,10
Melissia,38.05,23.833,2019-06-05,1200,25,10,SSW,48,10
Melissia,38.05,23.833,2019-06-05,1500,25,16,S,47,10
Melissia,38.05,23.833,2019-06-05,1800,22,14,S,58,10
Melissia,38.05,23.833,2019-06-05,2100,22,8,S,61,10
Melissia,38.05,23.833,2019-06-06,0,21,5,SW,64,10
Melissia,38.05,23.833,2019-06-06,300,20,5,W,68,10
Melissia,38.05,23.833,2019-06-06,600,20,6,NW,55,10
Melissia,38.05,23.833,2019-06-06,900,25,5,W,43,10
Melissia,38.05,23.833,2019-06-06,1200,27,8,SSW,44,10
Melissia,38.05,23.833,2019-06-06,1500,27,11,SSE,44,10
Melissia,38.05,23.833,2019-06-06,1800,26,12,SSE,52,10
Melissia,38.05,23.833,2019-06-06,2100,24,8,SSE,57,10
Melissia,38.05,23.833,2019-06-07,0,22,6,SW,60,10
Melissia,38.05,23.833,2019-06-07,300,21,5,W,64,10
Melissia,38.05,23.833,2019-06-07,600,23,7,NNW,51,10
Melissia,38.05,23.833,2019-06-07,900,28,8,WSW,43,10
Melissia,38.05,23.833,2019-06-07,1200,30,8,SSE,40,10
Melissia,38.05,23.833,2019-06-07,1500,30,8,ENE,38,10
Melissia,38.05,23.833,2019-06-07,1800,30,7,ESE,49,10
Melissia,38.05,23.833,2019-06-07,2100,26,5,S,55,10
Melissia,38.05,23.833,2019-06-08,0,24,4,W,53,10
Melissia,38.05,23.833,2019-06-08,300,23,6,SW,51,10
Melissia,38.05,23.833,2019-06-08,600,24,9,N,42,10
Melissia,38.05,23.833,2019-06-08,900,30,12,N,37,10
Melissia,38.05,23.833,2019-06-08,1200,31,17,NNE,34,10
Melissia,38.05,23.833,2019-06-08,1500,32,17,NNE,30,10
Melissia,38.05,23.833,2019-06-08,1800,30,14,NNE,40,10
Melissia,38.05,23.833,2019-06-08,2100,26,9,SE,46,10
Melissia,38.05,23.833,2019-06-09,0,25,8,N,46,10
Melissia,38.05,23.833,2019-06-09,300,24,9,N,48,10
Melissia,38.05,23.833,2019-06-09,600,25,11,N,43,10
Melissia,38.05,23.833,2019-06-09,900,31,15,WSW,37,10
Melissia,38.05,23.833,2019-06-09,1200,30,22,SE,38,10
Melissia,38.05,23.833,2019-06-09,1500,29,25,NNE,40,10
Melissia,38.05,23.833,2019-06-09,1800,27,28,NNE,50,10
Melissia,38.05,23.833,2019-06-09,2100,25,19,SE,58,10
Melissia,38.05,23.833,2019-06-10,0,24,17,N,67,10
Melissia,38.05,23.833,2019-06-10,300,23,17,N,73,10
Melissia,38.05,23.833,2019-06-10,600,23,17,SW,60,10
Melissia,38.05,23.833,2019-06-10,900,27,29,N,50,10
Melissia,38.05,23.833,2019-06-10,1200,27,29,N,47,10
Melissia,38.05,23.833,2019-06-10,1500,26,26,N,45,10
Melissia,38.05,23.833,2019-06-10,1800,25,22,ESE,53,10
Melissia,38.05,23.833,2019-06-10,2100,23,15,NNW,57,10
Melissia,38.05,23.833,2019-06-11,0,23,10,NNW,60,10
Melissia,38.05,23.833,2019-06-11,300,22,10,NW,62,10
Melissia,38.05,23.833,2019-06-11,600,23,9,NNW,56,10
Melissia,38.05,23.833,2019-06-11,900,27,12,SW,46,10
Melissia,38.05,23.833,2019-06-11,1200,28,11,SE,45,10
Melissia,38.05,23.833,2019-06-11,1500,28,6,ENE,44,10
Melissia,38.05,23.833,2019-06-11,1800,25,9,SE,56,10
Melissia,38.05,23.833,2019-06-11,2100,25,8,SSE,61,10
Melissia,38.05,23.833,2019-06-12,0,23,6,SW,63,10
Melissia,38.05,23.833,2019-06-12,300,22,5,WNW,60,10
Melissia,38.05,23.833,2019-06-12,600,23,6,NW,48,10
Melissia,38.05,23.833,2019-06-12,900,27,6,NW,40,10
Melissia,38.05,23.833,2019-06-12,1200,28,7,WSW,46,10
Melissia,38.05,23.833,2019-06-12,1500,29,8,S,52,10
Melissia,38.05,23.833,2019-06-12,1800,27,10,SE,60,10
Melissia,38.05,23.833,2019-06-12,2100,24,7,SE,63,9
Melissia,38.05,23.833,2019-06-13,0,25,4,SSW,63,10
Melissia,38.05,23.833,2019-06-13,300,22,7,NNW,63,10
Melissia,38.05,23.833,2019-06-13,600,24,8,NNW,50,10
Melissia,38.05,23.833,2019-06-13,900,29,10,WSW,42,10
Melissia,38.05,23.833,2019-06-13,1200,30,9,SSE,40,10
Melissia,38.05,23.833,2019-06-13,1500,32,9,ENE,39,10
Melissia,38.05,23.833,2019-06-13,1800,29,7,ESE,51,10
Melissia,38.05,23.833,2019-06-13,2100,28,4,S,51,10
Melissia,38.05,23.833,2019-06-14,0,25,3,WSW,48,10
Melissia,38.05,23.833,2019-06-14,300,23,4,NW,49,10
Melissia,38.05,23.833,2019-06-14,600,25,4,SW,37,10
Melissia,38.05,23.833,2019-06-14,900,31,5,NNE,35,10
Melissia,38.05,23.833,2019-06-14,1200,32,6,NE,37,10
Melissia,38.05,23.833,2019-06-14,1500,32,6,ENE,38,10
Melissia,38.05,23.833,2019-06-14,1800,30,8,ENE,48,10
Melissia,38.05,23.833,2019-06-14,2100,26,6,NNE,48,10
Melissia,38.05,23.833,2019-06-15,0,27,9,ESE,47,9
Melissia,38.05,23.833,2019-06-15,300,25,10,NNW,53,10
Melissia,38.05,23.833,2019-06-15,600,25,12,NNW,50,10
Melissia,38.05,23.833,2019-06-15,900,30,20,WSW,41,10
Melissia,38.05,23.833,2019-06-15,1200,30,26,ESE,38,10
Melissia,38.05,23.833,2019-06-15,1500,29,25,N,35,10
Melissia,38.05,23.833,2019-06-15,1800,28,21,N,46,10
Melissia,38.05,23.833,2019-06-15,2100,26,13,N,54,10
Melissia,38.05,23.833,2019-06-16,0,24,11,ESE,62,10
Melissia,38.05,23.833,2019-06-16,300,23,11,NNW,70,10
Melissia,38.05,23.833,2019-06-16,600,24,16,SW,55,10
Melissia,38.05,23.833,2019-06-16,900,28,22,N,41,10
Melissia,38.05,23.833,2019-06-16,1200,29,21,NNE,38,10
Melissia,38.05,23.833,2019-06-16,1500,31,15,NNE,35,10
Melissia,38.05,23.833,2019-06-16,1800,29,8,NNE,42,10
Melissia,38.05,23.833,2019-06-16,2100,25,6,ESE,46,10
Melissia,38.05,23.833,2019-06-17,0,26,6,NNW,50,10
Melissia,38.05,23.833,2019-06-17,300,23,7,NNW,57,10
Melissia,38.05,23.833,2019-06-17,600,24,10,SW,51,10
Melissia,38.05,23.833,2019-06-17,900,29,13,N,42,10
Melissia,38.05,23.833,2019-06-17,1200,30,11,S,41,10
Melissia,38.05,23.833,2019-06-17,1500,29,9,N,39,10
Melissia,38.05,23.833,2019-06-17,1800,29,11,N,45,10
Melissia,38.05,23.833,2019-06-17,2100,25,6,NNW,45,10
Melissia,38.05,23.833,2019-06-18,0,25,7,NW,49,10
Melissia,38.05,23.833,2019-06-18,300,23,9,NNW,58,10
Melissia,38.05,23.833,2019-06-18,600,25,12,NNW,51,10
Melissia,38.05,23.833,2019-06-18,900,29,15,SW,45,10
Melissia,38.05,23.833,2019-06-18,1200,30,9,S,48,10
Melissia,38.05,23.833,2019-06-18,1500,28,10,SE,51,10
Melissia,38.05,23.833,2019-06-18,1800,26,8,NNW,70,7
Melissia,38.05,23.833,2019-06-18,2100,25,7,WNW,62,10
Melissia,38.05,23.833,2019-06-19,0,24,6,NNW,61,10
Melissia,38.05,23.833,2019-06-19,300,23,9,NNW,70,10
Melissia,38.05,23.833,2019-06-19,600,24,9,NNW,57,10
Melissia,38.05,23.833,2019-06-19,900,29,8,NNW,49,10
Melissia,38.05,23.833,2019-06-19,1200,28,5,W,52,10
Melissia,38.05,23.833,2019-06-19,1500,29,3,S,55,9
Melissia,38.05,23.833,2019-06-19,1800,26,3,SE,62,10
Melissia,38.05,23.833,2019-06-19,2100,25,3,SSE,65,10
Melissia,38.05,23.833,2019-06-20,0,25,3,W,66,10
Melissia,38.05,23.833,2019-06-20,300,24,3,NW,66,10
Melissia,38.05,23.833,2019-06-20,600,24,4,SW,52,10
Melissia,38.05,23.833,2019-06-20,900,28,4,SE,44,10
Melissia,38.05,23.833,2019-06-20,1200,29,6,SE,46,10
Melissia,38.05,23.833,2019-06-20,1500,28,8,SE,49,10
Melissia,38.05,23.833,2019-06-20,1800,26,6,SE,56,10
Melissia,38.05,23.833,2019-06-20,2100,26,4,WSW,62,10
Melissia,38.05,23.833,2019-06-21,0,25,3,W,63,10
Melissia,38.05,23.833,2019-06-21,300,24,4,WNW,63,10
Melissia,38.05,23.833,2019-06-21,600,24,5,NNW,53,10
Melissia,38.05,23.833,2019-06-21,900,30,6,N,42,10
Melissia,38.05,23.833,2019-06-21,1200,30,7,WNW,44,10
